code,name,industry,theme,method,method_name,close,valuation_score,raw_valuation_score,quality_score,trend_score,liquidity_score,low_value_score,high_quality_score,core_score,valuation_ref,ret20_at_buy,ret60_at_buy,mktcap,value_line,price_to_value,eps_excl,eps_excl_raw,eps_adjustment_factor,eps_excl_source,current_valuation,low_avg,pepb_ratio,valuation_percentile,selection_bucket,valuation_state,total_score,selection_mode,earnings_yoy,buy_close_raw,end_close_raw,raw_return,qfq_return,buy_close_qfq,end_close_qfq,buy_trade_date,end_trade_date
sh.600186,莲花控股,C14食品制造业,消费,PE,PE低估,6.86,75.0,64.0,38.6,71.2,83.5,66.4,58.6,62.5,"PE=48.38, 低估均值=52.29, 比值=0.93, 分位=17%",0.1136363636363637,0.275092936802974,,,,,,,,48.383589,52.2907922,0.9252793267109846,0.1720351390922401,低估价值,价值线内/历史低位,66.4,低估价值,,6.86,10.51,0.532069970845481,0.532069970845481,6.86,10.51,2025-05-06,2026-05-18
sh.600499,科达制造,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,9.06,85.0,69.5,40.5,66.3,49.3,66.2,53.1,59.7,"价值线=11.86, 现价/价值=0.76, 扣非EPS=0.49, akshare东方财富扣非净利润同比=17.1%, 市值=170.9亿",0.0378006872852234,0.1353383458646617,170.92770516393443,11.864450152313797,0.763625779845611,0.488,0.488,1.0,年报扣非EPS,,,,,低估价值,深度低估,66.2,低估价值,,9.06,17.01,0.8774834437086094,0.9134076727647682,8.8898985,17.01,2025-05-06,2026-05-18
sh.600779,水井坊,C15酒、饮料和精制茶制造业,消费,PE,PE低估,46.49,98.4,98.4,24.3,7.7,51.9,66.2,26.4,46.3,"PE=16.85, 低估均值=27.64, 比值=0.61, 分位=6%",-0.0410478547854784,0.0240088105726872,,,,,,,,16.850258,27.640956000000003,0.6096119830298199,0.0621288259479214,低估价值,价值线内/历史低位,66.2,低估价值,,46.49,30.98,-0.33362013336201335,-0.31841743423257074,45.45304055,30.98,2025-05-06,2026-05-18
sh.601995,中金公司,J67资本市场服务,金融,PB,PB低估,33.36,83.7,83.7,39.3,34.6,68.7,66.2,44.3,55.2,"PB=1.71, 低估均值=2.27, 比值=0.75, 分位=10%",-0.0405522001725626,0.0614062997136493,,,,,,,,1.708567,2.2688436666666667,0.7530562925519622,0.0979853479853479,低估价值,价值线内/历史低位,66.2,低估价值,,33.36,33.56,0.00599520383693064,0.01093564634059696,33.19696968,33.56,2025-05-06,2026-05-18
sh.600009,上海机场,G56航空运输业,G56航空运输业,PB,PB低估,32.25,88.5,88.5,42.3,6.8,60.4,66.0,34.9,50.4,"PB=1.90, 低估均值=2.60, 比值=0.73, 分位=0%",-0.0043223217042297,-0.0230233262647682,,,,,,,,1.902534,2.5975741818181817,0.732427205858781,0.0048979591836734,低估价值,价值线内/历史低位,66.0,低估价值,,32.25,25.57,-0.20713178294573642,-0.1943845293537,31.73970825,25.57,2025-05-06,2026-05-18
sh.600309,万华化学,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,55.06,96.8,96.8,15.0,0.0,90.1,66.0,25.1,45.5,"PB=1.76, 低估均值=2.76, 比值=0.64, 分位=0%",-0.1731491214897131,-0.1870662926325115,,,,,,,,1.758464,2.7597282727272727,0.6371873699950236,0.0044897959183673,低估价值,价值线内/历史低位,66.0,低估价值,,55.06,79.9,0.4511442063203779,0.47047507161178626,54.33618124,79.9,2025-05-06,2026-05-18
sh.603062,麦加芯彩,C26化学原料和化学制品制造业,半导体/电子,PB,PB低估,49.8,75.0,57.2,45.0,90.3,44.5,66.0,62.3,64.1,"PB=2.55, 低估均值=3.69, 比值=0.69, 分位=67%",-0.0715883668903804,0.3477672530446547,,,,,,,,2.547826,3.693658000000001,0.6897839485951325,0.6694444444444444,低估价值,价值线内/历史低位,66.0,低估价值,,49.8,52.25,0.049196787148594545,0.10938772770283967,47.0980512,52.25,2025-05-06,2026-05-18
sh.600699,均胜电子,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,16.8,75.0,52.7,57.7,47.8,63.4,65.9,56.0,61.0,"价值线=19.06, 现价/价值=0.88, 扣非EPS=0.91, akshare东方财富扣非净利润同比=2.8%, 市值=236.6亿",-0.0577678070667413,-0.0604026845637583,236.6457444923077,19.062344682811347,0.8813186562064782,0.91,0.91,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,65.9,低估价值,,16.8,30.93,0.8410714285714285,0.8672995175955758,16.5640272,30.93,2025-05-06,2026-05-18
sh.601456,国联民生,J67资本市场服务,金融,PB,PB低估,10.04,89.8,89.8,32.0,27.6,57.6,65.9,37.2,51.5,"PB=1.13, 低估均值=1.57, 比值=0.72, 分位=0%",-0.029951690821256,-0.0856102003642987,,,,,,,,1.12959,1.5729529999999998,0.7181333453701415,0.0017361111111111,低估价值,价值线内/历史低位,65.9,低估价值,,10.04,9.26,-0.07768924302788838,-0.07268545373624924,9.98582416,9.26,2025-05-06,2026-05-18
sh.601866,中远海发,G55水上运输业,G55水上运输业,PB,PB低估,2.27,97.1,97.1,19.9,29.0,45.1,65.8,30.7,48.2,"PB=0.99, 低估均值=1.56, 比值=0.63, 分位=1%",-0.0299145299145298,-0.0580912863070539,,,,,,,,0.989793,1.562145,0.633611476527467,0.0061224489795918,低估价值,价值线内/历史低位,65.8,低估价值,,2.27,2.61,0.14977973568281922,0.16803020767778487,2.23453125,2.61,2025-05-06,2026-05-18
sh.603355,莱克电气,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,21.99,75.0,53.7,65.0,49.2,36.8,65.6,55.7,60.7,"价值线=25.16, 现价/价值=0.87, 扣非EPS=2.02, akshare东方财富扣非净利润同比=-19.2%, 市值=126.2亿",-0.1638783269961977,-0.0165474060822898,126.24125082829752,25.1624743466173,0.8739204140691437,2.02,2.02,1.0,年报扣非EPS,,,,,低估价值,价值线内/历史低位,65.6,低估价值,,21.99,31.65,0.43929058663028653,0.43929058663028653,21.99,31.65,2025-05-06,2026-05-18
sh.601318,中国平安,J68保险业,金融,PE,PE低估,50.8,75.0,66.8,45.0,33.4,96.5,65.5,50.2,57.8,"PE=7.91, 低估均值=8.44, 比值=0.94, 分位=11%",-0.0204396451986117,0.0217216411906677,,,,,,,,7.912482,8.436211,0.9379189306668596,0.1118367346938775,低估价值,价值线内/历史低位,65.5,低估价值,,50.8,54.89,0.08051181102362204,0.13001316785466344,48.5746552,54.89,2025-05-06,2026-05-18
sh.601369,陕鼓动力,C34通用设备制造业,C34通用设备制造业,VALUE,基本价值线,8.4,85.0,71.5,51.0,34.5,42.7,65.5,45.7,55.6,"价值线=11.21, 现价/价值=0.75, 扣非EPS=0.56, akshare东方财富扣非净利润同比=6.5%, 市值=143.4亿",-0.0454545454545455,0.0632911392405062,143.4476185824915,11.207527690004412,0.749496252192324,0.5563,0.5563,1.0,年报扣非EPS,,,,,低估价值,深度低估,65.5,低估价值,,8.4,9.11,0.08452380952380945,0.13971208795905055,7.9932468,9.11,2025-05-06,2026-05-18
sh.600550,保变电气,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,7.86,85.0,75.7,42.5,32.4,63.3,64.8,44.2,54.5,"价值线=10.92, 现价/价值=0.72, 扣非EPS=0.05, akshare东方财富扣非净利润同比=2058.4%, 市值=146.1亿",-0.1037628278221207,0.048,146.12029212710206,10.918307731093824,0.7198917811792217,0.049,0.049,1.0,年报扣非EPS,,,,,低估价值,深度低估,64.8,低估价值,,7.86,15.14,0.9262086513994912,0.9262086513994912,7.86,15.14,2025-05-06,2026-05-18
sh.603198,迎驾贡酒,C15酒、饮料和精制茶制造业,消费,PE,PE低估,44.92,88.5,88.5,37.7,0.0,63.3,64.5,30.9,47.7,"PE=14.36, 低估均值=19.62, 比值=0.73, 分位=1%",-0.1548447789275634,-0.1672228401928067,,,,,,,,14.363788,19.61892309090909,0.7321394723574717,0.0053852526926263,低估价值,价值线内/历史低位,64.5,低估价值,,44.92,35.28,-0.2146037399821905,-0.18501827334101617,43.28931416,35.28,2025-05-06,2026-05-18
sh.600801,华新建材,C30非金属矿物制品业,资源金属,PB,PB低估,12.15,91.5,91.5,16.2,50.8,49.4,64.4,37.1,50.7,"PB=0.83, 低估均值=1.19, 比值=0.70, 分位=1%",-0.1118421052631578,0.0158862876254179,,,,,,,,0.828636,1.1876670000000005,0.6977006181025488,0.010204081632653,低估价值,价值线内/历史低位,64.4,低估价值,,12.15,19.19,0.5794238683127573,0.6682463064046607,11.50309755,19.19,2025-05-06,2026-05-18
sh.601186,中国铁建,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,7.86,98.6,98.6,15.0,3.8,60.1,64.4,22.0,43.2,"PB=0.40, 低估均值=0.64, 比值=0.62, 分位=1%",-0.0236024844720497,-0.0665083135391924,,,,,,,,0.397162,0.6443866,0.6163411840035159,0.0073469387755102,低估价值,价值线内/历史低位,64.4,低估价值,,7.86,6.5,-0.17302798982188294,-0.14335198944006566,7.58771388,6.5,2025-05-06,2026-05-18
sh.600660,福耀玻璃,C30非金属矿物制品业,资源金属,PB,PB低估,58.0,43.9,43.9,88.9,32.4,75.4,0.0,0.0,0.0,"Q1价值线=51.76, 现价/价值=1.12, akshare东方财富扣非净利润同比=30.9%, 市值=1515.3亿",0.0113339145597208,-0.0227464195450716,1515.3262463929825,51.76434400520714,1.1204623783924623,2.85,2.85,1.0,年报扣非EPS,,,,,财报后主线候选,价值线附近/业绩强,64.2,财报后主线候选,0.30902322566404,58.0,55.41,-0.04465517241379313,0.01917472120025776,54.367518,55.41,2025-05-06,2026-05-18
sh.603456,九洲药业,C27医药制造业,医药医疗,PE,PE低估,13.92,94.9,94.9,10.1,34.8,60.0,64.2,30.5,47.3,"PE=20.11, 低估均值=46.00, 比值=0.44, 分位=13%",-0.04,0.0650344299923488,,,,,,,,20.114398,45.999621125,0.4372731233011868,0.1306122448979592,低估价值,价值线内/历史低位,64.2,低估价值,,13.92,12.78,-0.08189655172413801,-0.05274281741574227,13.49158416,12.78,2025-05-06,2026-05-18
sh.600507,方大特钢,C31黑色金属冶炼和压延加工业,资源金属,PB,PB低估,4.46,96.8,96.8,2.0,59.4,43.2,64.0,33.0,48.5,"PB=1.08, 低估均值=1.86, 比值=0.58, 分位=10%",0.0444964871194379,0.0931372549019606,,,,,,,,1.080288,1.8633212727272723,0.5797647543726173,0.1008163265306122,低估价值,价值线内/历史低位,64.0,低估价值,,4.46,4.93,0.10538116591928248,0.11337183558326336,4.42799058,4.93,2025-05-06,2026-05-18
sh.600161,天坛生物,C27医药制造业,医药医疗,PE,PE低估,19.21,87.8,87.8,21.4,25.9,76.4,63.9,34.5,49.2,"PE=25.72, 低估均值=36.87, 比值=0.70, 分位=11%",-0.06201171875,-0.0964252116650987,,,,,,,,25.724208,36.871856,0.6976651243159554,0.1089599279603782,低估价值,价值线内/历史低位,63.9,低估价值,,19.21,13.52,-0.2961998958875586,-0.28694732436856507,18.96073104,13.52,2025-05-06,2026-05-18
sh.601801,皖新传媒,R86新闻和出版业,R86新闻和出版业,VALUE,基本价值线,7.02,85.0,80.1,46.6,32.2,42.0,63.9,42.8,53.3,"价值线=10.18, 现价/价值=0.69, 扣非EPS=0.39, akshare东方财富扣非净利润同比=6.0%, 市值=136.4亿",0.0086206896551723,-0.023643949930459,136.35623143439997,10.18138445929774,0.6894936565910019,0.39,0.39,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.9,低估价值,,7.02,5.66,-0.19373219373219364,-0.16939120293417986,6.8142789,5.66,2025-05-06,2026-05-18
sh.600882,妙可蓝多,C14食品制造业,消费,PE,PE低估,26.35,75.0,62.9,34.1,72.7,68.1,63.8,54.7,59.3,"PE=85.57, 低估均值=91.29, 比值=0.94, 分位=17%",0.1193712829226849,0.4712451144611949,,,,,,,,85.57372,91.28950257142856,0.93738839175998,0.1735626007522837,低估价值,价值线内/历史低位,63.8,低估价值,,26.35,19.75,-0.2504743833017078,-0.2504743833017078,26.35,19.75,2025-05-06,2026-05-18
sh.601211,国泰海通,J67资本市场服务,金融,PB,PB低估,17.27,75.0,65.6,45.7,31.7,79.5,63.8,47.4,55.6,"PB=0.98, 低估均值=1.14, 比值=0.86, 分位=24%",0.001159420289855,-0.0286839145106863,,,,,,,,0.976726,1.1416909999999998,0.855508189168523,0.2431077694235588,低估价值,价值线内/历史低位,63.8,低估价值,,17.27,15.45,-0.1053850607990735,-0.08575811603409345,16.89924764,15.45,2025-05-06,2026-05-18
sh.601966,玲珑轮胎,C29橡胶和塑料制品业,C29橡胶和塑料制品业,VALUE,基本价值线,14.5,85.0,81.8,51.5,0.0,58.8,63.8,36.2,50.0,"价值线=21.41, 现价/价值=0.68, 扣非EPS=0.96, akshare东方财富扣非净利润同比=-34.6%, 市值=212.1亿",-0.1807909604519774,-0.1840180078784468,212.1010443229167,21.41006879726301,0.6772514435756335,0.96,0.96,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.8,低估价值,,14.5,12.38,-0.14620689655172403,-0.13186001516229617,14.260373,12.38,2025-05-06,2026-05-18
sh.603233,大参林,F52零售业,F52零售业,PE,PE低估,18.25,79.0,79.0,23.3,96.6,48.4,63.8,55.5,59.6,"PE=21.29, 低估均值=27.08, 比值=0.79, 分位=13%",0.0928143712574851,0.3035714285714286,,,,,,,,21.288453,27.076108125,0.7862449396981053,0.1269251194901752,低估价值,价值线内/历史低位,63.8,低估价值,,18.25,17.79,-0.02520547945205487,0.012880866905318866,17.5637635,17.79,2025-05-06,2026-05-18
sh.600089,特变电工,C38电气机械和器材制造业,C38电气机械和器材制造业,VALUE,基本价值线,11.66,90.0,90.0,31.4,30.4,62.6,63.7,38.7,51.2,"价值线=18.81, 现价/价值=0.62, 扣非EPS=0.76, akshare东方财富扣非净利润同比=-22.6%, 市值=606.5亿",-0.033167495854063,-0.0275229357798165,606.5494421872936,18.81200647786635,0.6198169245645758,0.7571,0.7571,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.7,低估价值,,11.66,26.76,1.2950257289879934,1.3420159367428006,11.42605376,26.76,2025-05-06,2026-05-18
sh.600664,哈药股份,C27医药制造业,医药医疗,PE,PE低估,3.68,85.3,85.3,33.4,31.3,52.4,63.7,38.1,50.9,"PE=13.94, 低估均值=18.12, 比值=0.77, 分位=4%",-0.010752688172043,-0.0264550264550263,,,,,,,,13.936293,18.118884125,0.7691584594203038,0.0390123456790123,低估价值,价值线内/历史低位,63.7,低估价值,,3.68,3.53,-0.04076086956521752,-0.04076086956521752,3.68,3.53,2025-05-06,2026-05-18
sh.600707,彩虹股份,C39计算机、通信和其他电子设备制造业,半导体/电子,VALUE,基本价值线,6.88,85.0,76.3,45.9,25.0,48.1,63.6,40.9,52.2,"价值线=9.61, 现价/价值=0.72, 扣非EPS=0.29, akshare东方财富扣非净利润同比=22.0%, 市值=246.9亿",-0.0947368421052631,-0.1915393654524089,246.87870933492047,9.612702261746218,0.7157196605765045,0.289,0.289,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.6,低估价值,,6.88,10.87,0.5799418604651161,0.5799418604651161,6.88,10.87,2025-05-06,2026-05-18
sh.600848,上海临港,K70房地产业,K70房地产业,PB,PB低估,9.08,100.0,100.0,16.2,3.7,42.4,63.6,19.9,41.8,"PB=1.20, 低估均值=2.71, 比值=0.44, 分位=1%",-0.0531803962460896,-0.0472193074501573,,,,,,,,1.196392,2.70977075,0.4415104119047709,0.0085714285714285,低估价值,价值线内/历史低位,63.6,低估价值,,9.08,8.78,-0.033039647577092546,-0.013019739982905842,8.89582128,8.78,2025-05-06,2026-05-18
sh.603393,新天然气,D45燃气生产和供应业,D45燃气生产和供应业,PB,PB低估,27.83,91.7,91.7,23.6,29.4,42.3,63.5,31.8,47.7,"PB=1.38, 低估均值=1.99, 比值=0.70, 分位=0%",-0.038022813688213,-0.0452830188679245,,,,,,,,1.383117,1.9894345555555557,0.6952312133805078,0.0014319809069212,低估价值,价值线内/历史低位,63.5,低估价值,,27.83,31.6,0.1354653251886455,0.1354653251886455,27.83,31.6,2025-05-06,2026-05-18
sh.601688,华泰证券,J67资本市场服务,金融,PB,PB低估,16.16,75.0,70.1,45.0,30.1,78.4,63.4,46.3,54.8,"PB=0.87, 低估均值=1.04, 比值=0.84, 分位=19%",-0.0134310134310133,-0.0482921083627797,,,,,,,,0.873719,1.0353303636363635,0.8439035796566999,0.1873469387755102,低估价值,价值线内/历史低位,63.4,低估价值,,16.16,18.37,0.13675742574257432,0.16428222174689266,15.77796144,18.37,2025-05-06,2026-05-18
sh.600720,中交设计,M74专业技术服务业,M74专业技术服务业,VALUE,基本价值线,7.86,95.4,95.4,39.3,2.0,35.7,63.3,28.5,45.9,"价值线=13.50, 现价/价值=0.58, 扣非EPS=0.77, akshare东方财富扣非净利润同比=-10.4%, 市值=166.6亿",-0.0752941176470587,-0.0642857142857142,166.62267232030084,13.504531809131793,0.5820268418846667,0.7712,0.7712,1.0,年报扣非EPS,,,,,低估价值,深度低估,63.3,低估价值,,7.86,6.33,-0.19465648854961837,-0.17123901824926968,7.63790784,6.33,2025-05-06,2026-05-18
sh.601865,福莱特,C30非金属矿物制品业,资源金属,PB,PB低估,15.46,100.0,100.0,1.6,25.0,54.2,63.3,22.6,43.0,"PB=1.71, 低估均值=3.11, 比值=0.55, 分位=2%",-0.1348628987129266,-0.1964656964656963,,,,,,,,1.70571,3.109777,0.548499136754822,0.0159151193633952,低估价值,价值线内/历史低位,63.3,低估价值,,15.46,12.66,-0.18111254851228986,-0.18111254851228986,15.46,12.66,2025-05-06,2026-05-18
sh.600114,东睦股份,C33金属制品业,资源金属,VALUE,基本价值线,21.14,0.0,0.0,71.9,61.4,62.1,33.9,63.2,48.5,"价值线=13.27, 现价/价值=1.59, 扣非EPS=0.61, akshare东方财富扣非净利润同比=40.0%, 市值=131.2亿",0.0163461538461537,0.1533006001091108,131.1931173291246,13.269570796021185,1.5931185962954224,0.61,0.61,1.0,年报扣非EPS,,,,,高质量趋势,估值有约束的高质量,63.2,高质量趋势,,21.14,32.11,0.5189214758751182,0.5416030820208917,20.82896718,32.11,2025-05-06,2026-05-18
sh.600874,创业环保,D46水的生产和供应业,D46水的生产和供应业,PB,PB低估,5.7,100.0,100.0,7.4,32.2,30.2,63.1,24.1,43.6,"PB=0.90, 低估均值=1.55, 比值=0.58, 分位=1%",-0.0273037542662116,0.0035211267605634,,,,,,,,0.902027,1.5475166363636363,0.5828867870006156,0.0126530612244897,低估价值,价值线内/历史低位,63.1,低估价值,,5.7,5.99,0.050877192982456076,0.08065240880218272,5.5429479,5.99,2025-05-06,2026-05-18
sh.600531,豫光金铅,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,7.1,75.0,68.0,42.0,54.5,57.9,63.0,50.4,56.7,"PB=1.36, 低估均值=1.49, 比值=0.91, 分位=13%",-0.0220385674931129,0.0456553755522826,,,,,,,,1.358309,1.494939090909091,0.9086049112368824,0.1326530612244898,低估价值,价值线内/历史低位,63.0,低估价值,,7.1,14.9,1.098591549295775,1.1575553802835437,6.9059641,14.9,2025-05-06,2026-05-18
sh.600711,盛屯矿业,B09有色金属矿采选业,资源金属,PB,PB低估,5.45,75.0,73.3,39.5,56.8,62.2,63.0,50.7,56.9,"PB=1.06, 低估均值=1.29, 比值=0.83, 分位=16%",-0.0619621342512908,0.1213991769547324,,,,,,,,1.061551,1.2851598,0.8260070070663585,0.1612244897959183,低估价值,价值线内/历史低位,63.0,低估价值,,5.45,12.5,1.2935779816513762,1.3027220910750352,5.42835805,12.5,2025-05-06,2026-05-18
sh.600459,贵研铂业,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,13.45,87.8,87.8,29.1,30.4,42.9,62.9,34.6,48.7,"PB=1.40, 低估均值=1.89, 比值=0.74, 分位=1%",-0.0309798270893373,-0.0288808664259928,,,,,,,,1.402669,1.8940581818181816,0.7405627839021937,0.010204081632653,低估价值,价值线内/历史低位,62.9,低估价值,,13.45,20.85,0.5501858736059482,0.5747440063855305,13.24024725,20.85,2025-05-06,2026-05-18
sh.601390,中国中铁,E48土木工程建筑业,E48土木工程建筑业,PB,PB低估,5.56,94.8,94.8,15.0,5.7,64.0,62.9,23.1,43.0,"PB=0.44, 低估均值=0.67, 比值=0.66, 分位=0%",-0.003584229390681,-0.0446735395189004,,,,,,,,0.442917,0.6709708888888889,0.6601135866467464,0.0048979591836734,低估价值,价值线内/历史低位,62.9,低估价值,,5.56,4.89,-0.12050359712230219,-0.078632994944563,5.30733136,4.89,2025-05-06,2026-05-18
sh.600833,第一医药,F52零售业,医药医疗,PE,PE低估,12.02,91.1,91.1,38.5,2.6,25.7,62.6,26.7,44.6,"PE=20.35, 低估均值=32.09, 比值=0.63, 分位=14%",-0.0565149136577708,-0.0653188180404354,,,,,,,,20.353462,32.0913686,0.634234776761749,0.1424489795918367,低估价值,价值线内/历史低位,62.6,低估价值,,12.02,11.51,-0.04242928452579031,-0.02619894229705544,11.81966266,11.51,2025-05-06,2026-05-18
sh.600063,皖维高新,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,4.54,75.0,64.5,32.5,84.8,45.9,62.4,55.0,58.7,"PB=1.13, 低估均值=1.24, 比值=0.92, 分位=18%",-0.0257510729613734,0.1552162849872773,,,,,,,,1.131023,1.2359792727272725,0.9150824977059046,0.1787755102040816,低估价值,价值线内/历史低位,62.4,低估价值,,4.54,6.23,0.3722466960352424,0.41041825570771606,4.41712944,6.23,2025-05-06,2026-05-18
sh.600378,昊华科技,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,25.97,100.0,100.0,14.7,2.5,34.8,62.4,17.7,40.1,"PB=1.93, 低估均值=3.25, 比值=0.60, 分位=0%",-0.0535714285714286,-0.0695091365102114,,,,,,,,1.934694,3.245607363636364,0.5960961334005532,0.0008163265306122,低估价值,价值线内/历史低位,62.4,低估价值,,25.97,35.41,0.3634963419329995,0.378233795912694,25.69230279,35.41,2025-05-06,2026-05-18
sh.600388,龙净环保,C35专用设备制造业,C35专用设备制造业,VALUE,基本价值线,11.71,85.0,69.3,43.9,27.8,39.3,62.4,39.6,51.0,"价值线=15.31, 现价/价值=0.77, 扣非EPS=0.71, akshare东方财富扣非净利润同比=0.5%, 市值=125.6亿",-0.0735759493670885,-0.0487408610885459,125.59084721050706,15.305109305283397,0.7651039771377296,0.71,0.71,1.0,年报扣非EPS,,,,,低估价值,深度低估,62.4,低估价值,,11.71,18.49,0.5789923142613149,0.6169750583827254,11.4349321,18.49,2025-05-06,2026-05-18
sh.600559,老白干酒,C15酒、饮料和精制茶制造业,消费,PE,PE低估,17.63,89.1,89.1,29.6,4.6,55.6,62.4,27.7,45.1,"PE=20.08, 低估均值=27.66, 比值=0.73, 分位=0%",-0.0454791553871142,-0.0339726027397261,,,,,,,,20.075299,27.662322125000003,0.7257271789867857,0.0048979591836734,低估价值,价值线内/历史低位,62.4,低估价值,,17.63,13.28,-0.24673851389676682,-0.2213997472719864,17.05624928,13.28,2025-05-06,2026-05-18
sh.600671,天目药业,C27医药制造业,医药医疗,PE,PE低估,13.97,79.9,79.9,23.8,100.0,25.1,62.4,53.5,58.0,"PE=56.59, 低估均值=126.45, 比值=0.45, 分位=37%",0.2462087421944692,0.4476683937823833,,,,,,,,56.589681,126.448558,0.4475312482408854,0.3657289002557545,低估价值,价值线内/历史低位,62.4,低估价值,,13.97,19.06,0.3643521832498209,0.3643521832498209,13.97,19.06,2025-05-06,2026-05-18
sh.600746,江苏索普,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,8.51,75.0,69.1,32.5,64.0,66.5,62.4,50.8,56.6,"PB=1.83, 低估均值=2.23, 比值=0.82, 分位=24%",0.0155131264916466,0.2070921985815603,,,,,,,,1.825734,2.2290128571428567,0.8190773750584021,0.2375510204081632,低估价值,价值线内/历史低位,62.4,低估价值,,8.51,7.4,-0.13043478260869557,-0.12496581897730374,8.4568125,7.4,2025-05-06,2026-05-18
sh.603369,今世缘,C15酒、饮料和精制茶制造业,消费,PE,PE低估,46.79,75.0,72.8,48.2,28.5,62.5,62.4,44.8,53.6,"PE=16.56, 低估均值=18.22, 比值=0.91, 分位=6%",-0.1001923076923076,0.0692413162705667,,,,,,,,16.557262,18.223739,0.908554605616334,0.056734693877551,低估价值,价值线内/历史低位,62.4,低估价值,,46.79,27.91,-0.4035050224406924,-0.38671386124779583,45.50893659,27.91,2025-05-06,2026-05-18
sh.600018,上港集团,G55水上运输业,G55水上运输业,PB,PB低估,5.47,91.0,91.0,25.2,4.8,54.4,62.3,25.8,44.0,"PB=0.93, 低估均值=1.32, 比值=0.70, 分位=0%",-0.0369718309859155,-0.0369718309859155,,,,,,,,0.926143,1.3150588,0.7042597638980097,0.0008163265306122,低估价值,价值线内/历史低位,62.3,低估价值,,5.47,5.06,-0.07495429616087756,-0.043129748465077555,5.28807327,5.06,2025-05-06,2026-05-18
sh.600872,中炬高新,C14食品制造业,消费,PE,PE低估,19.26,96.0,96.0,15.0,1.6,56.2,62.3,20.5,41.4,"PE=18.06, 低估均值=33.74, 比值=0.54, 分位=11%",-0.0744834214320037,-0.0731472569778632,,,,,,,,18.063082,33.73932744444445,0.5353717269481104,0.1136363636363636,低估价值,价值线内/历史低位,62.3,低估价值,,19.26,20.06,0.041536863966770365,0.06527219371493276,18.83086794,20.06,2025-05-06,2026-05-18
sh.600989,宝丰能源,C26化学原料和化学制品制造业,C26化学原料和化学制品制造业,PB,PB低估,15.78,75.0,70.4,44.2,30.0,69.9,62.3,44.6,53.5,"PB=2.54, 低估均值=2.70, 比值=0.94, 分位=1%",0.0019047619047618,-0.0635014836795253,,,,,,,,2.54493,2.702912285714286,0.9415510867484416,0.0089779005524861,低估价值,价值线内/历史低位,62.3,低估价值,,15.78,29.23,0.85234474017744,0.9596036457262669,14.9162817,29.23,2025-05-06,2026-05-18
sh.603235,天新药业,C14食品制造业,医药医疗,PE,PE低估,26.9,75.0,69.2,47.5,53.7,38.3,62.3,49.7,56.0,"PE=16.31, 低估均值=17.07, 比值=0.96, 分位=0%",-0.0132061628760089,0.0232027386839102,,,,,,,,16.305192,17.06767025,0.9553261670262232,0.0029368575624082,低估价值,价值线内/历史低位,62.3,低估价值,,26.9,25.28,-0.06022304832713743,-0.03685720409856885,26.247406,25.28,2025-05-06,2026-05-18
sh.600061,国投资本,J67资本市场服务,金融,PB,PB低估,6.98,81.4,81.4,36.7,31.7,50.7,62.2,39.3,50.7,"PB=0.85, 低估均值=1.09, 比值=0.78, 分位=10%",-0.016901408450704,-0.0141242937853106,,,,,,,,0.851512,1.0946760999999998,0.7778666219167479,0.1004081632653061,低估价值,价值线内/历史低位,62.2,低估价值,,6.98,6.43,-0.07879656160458459,-0.0629767989004204,6.86215666,6.43,2025-05-06,2026-05-18
sh.600392,盛和资源,C32有色金属冶炼和压延加工业,资源金属,PB,PB低估,11.64,78.9,78.9,34.5,39.1,62.9,62.2,42.6,52.4,"PB=2.11, 低估均值=2.63, 比值=0.80, 分位=11%",0.0659340659340659,0.0688705234159778,,,,,,,,2.110297,2.6288483,0.8027458259953608,0.1057142857142857,低估价值,价值线内/历史低位,62.2,低估价值,,11.64,24.05,1.0661512027491407,1.0862964815752316,11.52760416,24.05,2025-05-06,2026-05-18
sh.603658,安图生物,C27医药制造业,医药医疗,PE,PE低估,38.81,97.9,97.9,15.0,3.5,42.7,62.2,19.3,40.7,"PE=19.45, 低估均值=31.45, 比值=0.62, 分位=6%",-0.0904616826810404,-0.0292646323161579,,,,,,,,19.451455,31.451216,0.6184643226513086,0.0580399619410085,低估价值,价值线内/历史低位,62.2,低估价值,,38.81,33.5,-0.1368204071115693,-0.10823671865460527,37.56602307,33.5,2025-05-06,2026-05-18
