序号,日期,股票,代码,买卖,操作摘要,交易结果,成交价,数量(股),成交金额(元),手续费税费滑点(元),买卖理由,本次已实现盈亏(元),本次收益率(%),交易后持股(股),持仓状态,现金变化(元),选股理由,买卖依据对照,结构比例,锚点低/高,锚点日期
124,2025-05-23,豪迈科技,sz.002595,买入,"买入豪迈科技(sz.002595) 6900股，成交价42.94，成交金额296,286.00元，现金-296,459.33元，交易后持股6900股",建仓成本173.33元,42.94,6900,296286.0,173.33,33未三日下行首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-173.33,,6900,持有6900股,-296459.33,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+11.5%；60日强度+25.8%；120日强度+40.5%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,,,
125,2025-05-26,豪迈科技,sz.002595,卖出,"卖出豪迈科技(sz.002595) 6900股，成交价42.23，成交金额291,387.00元，现金+291,070.85元，本次亏损-5,388.48元，收益率-1.82%，清仓","亏损-5,388.48元 (-1.82%)",42.23,6900,291387.0,316.15,收盘条件止损；14:55收盘代理价成交,-5388.48,-1.8176,0,清仓,291070.85,,,,,
126,2025-05-27,海大集团,sz.002311,买入,"买入海大集团(sz.002311) 5100股，成交价57.79，成交金额294,729.00元，现金-294,901.42元，交易后持股5100股",建仓成本172.42元,57.79,5100,294729.0,172.42,33未三日下行首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-172.42,,5100,持有5100股,-294901.42,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；基本面硬条件通过且多周期强度居前；20日强度+12.9%；60日强度+27.2%；120日强度+31.2%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,,,
127,2025-05-28,海大集团,sz.002311,卖出,"卖出海大集团(sz.002311) 5100股，成交价57.22，成交金额291,822.00元，现金+291,505.37元，本次亏损-3,396.04元，收益率-1.15%，清仓","亏损-3,396.04元 (-1.15%)",57.22,5100,291822.0,316.63,开盘未站上57.520；跳空止损成交,-3396.04,-1.1516,0,清仓,291505.37,,,,,
128,2025-05-29,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价25.64，成交金额17,948.00元，现金-17,961.97元，交易后持股5600股",建仓成本13.97元,25.64,700,17948.0,13.97,L8；价值线网格第8份；开盘已触发成交,-13.97,,5600,持有5600股,-17961.97,,,,,
129,2025-05-29,斯菱智驱,sz.301550,买入,"买入斯菱智驱(sz.301550) 6100股，成交价49.0，成交金额298,900.00元，现金-299,074.86元，交易后持股6100股",建仓成本174.86元,49.0,6100,298900.0,174.86,33未三日下行首仓；连阳波段一半拉回；一半位置止损；盘中触及结构位成交,-174.86,,6100,持有6100股,-299074.86,基本面硬条件通过且多周期强度居前；20日强度+53.9%；60日强度+28.0%；120日强度+187.5%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.49倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.49倍；多周期均量扣低走高,,,
130,2025-05-30,斯菱智驱,sz.301550,卖出,"卖出斯菱智驱(sz.301550) 1200股，成交价51.07，成交金额61,284.00元，现金+61,217.51元，本次盈利+2,383.11元，收益率+4.05%，剩余4900股","盈利2,383.11元 (+4.05%)",51.07,1200,61284.0,66.49,止盈条件=profit_floor；14:55收盘代理价成交,2383.11,4.0505,4900,持有4900股,61217.51,,,,,
131,2025-05-30,斯菱智驱,sz.301550,买入,"买入斯菱智驱(sz.301550) 2400股，成交价49.67，成交金额119,208.00元，现金-119,277.74元，交易后持股7300股",建仓成本69.74元,49.67,2400,119208.0,69.74,浮盈加仓50%；连阳波段一半拉回；一半位置止损；盘中触及结构位成交,-69.74,,7300,持有7300股,-119277.74,基本面硬条件通过且多周期强度居前；20日强度+59.5%；60日强度+44.6%；120日强度+184.4%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.44倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.44倍；多周期均量扣低走高,,,
132,2025-06-03,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价27.438，成交金额19,206.35元，现金+19,182.14元，本次盈利+1,220.17元，收益率+6.79%，剩余4900股","盈利1,220.17元 (+6.79%)",27.438,700,19206.35,24.21,L8；上一格卖出；盘中触及结构位成交,1220.17,6.7931,4900,持有4900股,19182.14,,,,,
133,2025-06-03,斯菱智驱,sz.301550,卖出,"卖出斯菱智驱(sz.301550) 4900股，成交价48.35，成交金额236,915.00元，现金+236,657.95元，本次亏损-3,582.51元，收益率-1.49%，剩余2400股","亏损-3,582.51元 (-1.49%)",48.35,4900,236915.0,257.05,收盘条件止损；14:55收盘代理价成交,-3582.51,-1.4912,2400,持有2400股,236657.95,,,,,
134,2025-06-03,斯菱智驱,sz.301550,卖出,"卖出斯菱智驱(sz.301550) 2400股，成交价48.35，成交金额116,040.00元，现金+115,914.10元，本次亏损-3,363.64元，收益率-2.82%，清仓","亏损-3,363.64元 (-2.82%)",48.35,2400,116040.0,125.9,收盘条件止损；14:55收盘代理价成交,-3363.64,-2.82,0,清仓,115914.1,,,,,
135,2025-06-04,中原传媒,sz.000719,买入,"买入中原传媒(sz.000719) 23700股，成交价12.61，成交金额298,857.00元，现金-299,031.83元，交易后持股23700股",建仓成本174.83元,12.61,23700,298857.0,174.83,33未三日下行首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-174.83,,23700,持有23700股,-299031.83,基本面硬条件通过且多周期强度居前；20日强度+6.1%；60日强度+29.1%；120日强度+26.5%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准2.15倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准2.15倍；多周期均量扣低走高,,,
136,2025-06-05,中原传媒,sz.000719,卖出,"卖出中原传媒(sz.000719) 23700股，成交价12.56，成交金额297,672.00元，现金+297,349.03元，本次亏损-1,682.81元，收益率-0.56%，清仓","亏损-1,682.81元 (-0.56%)",12.56,23700,297672.0,322.97,收盘条件止损；14:55收盘代理价成交,-1682.81,-0.5628,0,清仓,297349.03,,,,,
137,2025-06-05,乖宝宠物,sz.301498,买入,"买入乖宝宠物(sz.301498) 800股，成交价114.26，成交金额91,408.00元，现金-91,461.47元，交易后持股3200股",建仓成本53.47元,114.26,800,91408.0,53.47,"浮盈加仓50%；上涨波段62.5%拉回支撑5%区域；共振=MA5,MA10,MA20；close_confirmed",-53.47,,3200,持有3200股,-91461.47,基本面硬条件通过且多周期强度居前；20日强度+13.2%；60日强度+32.4%；120日强度+76.3%；距120日高点-0.6%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.48倍,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.48倍,0.625,87.0 / 124.59,2025-03-06 → 2025-05-20
138,2025-06-05,隆鑫通用,sh.603766,买入,"买入隆鑫通用(sh.603766) 21800股，成交价13.71，成交金额298,878.00元，现金-299,052.84元，交易后持股21800股",建仓成本174.84元,13.71,21800,298878.0,174.84,33未三日下行首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-174.84,,21800,持有21800股,-299052.84,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.74倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+9.0%；60日强度+37.5%；120日强度+78.1%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.74倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.74倍；多周期均量扣低走高,,,
139,2025-06-06,乖宝宠物,sz.301498,卖出,"卖出乖宝宠物(sz.301498) 1200股，成交价111.19，成交金额133,428.00元，现金+133,283.23元，本次盈利+48,921.91元，收益率+57.99%，剩余2000股","盈利48,921.91元 (+57.99%)",111.19,1200,133428.0,144.77,止盈条件=volume_node_break:2025-06-04；14:55收盘代理价成交,48921.91,57.9909,2000,持有2000股,133283.23,,,,,
140,2025-06-09,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.066，成交金额18,246.03元，现金-18,260.15元，交易后持股5600股",建仓成本14.12元,26.066,700,18246.03,14.12,L8；价值线网格第8份；盘中触及结构位成交,-14.12,,5600,持有5600股,-18260.15,,,,,
141,2025-06-10,乖宝宠物,sz.301498,卖出,"卖出乖宝宠物(sz.301498) 800股，成交价110.37，成交金额88,296.00元，现金+88,200.20元，本次亏损-3,261.27元，收益率-3.57%，剩余1200股","亏损-3,261.27元 (-3.57%)",110.37,800,88296.0,95.8,收盘条件止损；14:55收盘代理价成交,-3261.27,-3.5657,1200,持有1200股,88200.2,,,,,
142,2025-06-12,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价27.438，成交金额19,206.35元，现金+19,182.14元，本次盈利+921.99元，收益率+5.05%，剩余4900股",盈利921.99元 (+5.05%),27.438,700,19206.35,24.21,L8；上一格卖出；盘中触及结构位成交,921.99,5.0492,4900,持有4900股,19182.14,,,,,
143,2025-06-13,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价28.882，成交金额20,217.21元，现金+20,191.99元，本次盈利+1,613.71元，收益率+8.69%，剩余4200股","盈利1,613.71元 (+8.69%)",28.882,700,20217.21,25.22,L7；上一格卖出；盘中触及结构位成交,1613.71,8.686,4200,持有4200股,20191.99,,,,,
144,2025-06-13,隆鑫通用,sh.603766,卖出,"卖出隆鑫通用(sh.603766) 21800股，成交价13.24，成交金额288,632.00元，现金+288,318.83元，本次亏损-10,734.01元，收益率-3.59%，清仓","亏损-10,734.01元 (-3.59%)",13.24,21800,288632.0,313.17,收盘条件止损；14:55收盘代理价成交,-10734.01,-3.5893,0,清仓,288318.83,,,,,
145,2025-06-13,大金重工,sz.002487,买入,"买入大金重工(sz.002487) 9800股，成交价30.38，成交金额297,724.00元，现金-297,898.17元，交易后持股9800股",建仓成本174.17元,30.38,9800,297724.0,174.17,33未三日下行首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-174.17,,9800,持有9800股,-297898.17,基本面硬条件通过且多周期强度居前；20日强度+5.5%；60日强度+37.6%；120日强度+31.9%；距120日高点-0.4%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.37倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.37倍；多周期均量扣低走高,,,
146,2025-06-13,乖宝宠物,sz.301498,买入,"买入乖宝宠物(sz.301498) 400股，成交价116.17，成交金额46,468.00元，现金-46,496.23元，交易后持股1600股",建仓成本28.23元,116.17,400,46468.0,28.23,"浮盈加仓50%；上涨波段62.5%拉回支撑5%区域；共振=MA5,MA10,MA20；close_confirmed",-28.23,,1600,持有1600股,-46496.23,基本面硬条件通过且多周期强度居前；20日强度+7.9%；60日强度+21.3%；120日强度+78.3%；距120日高点-0.8%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,0.625,87.0 / 124.59,2025-03-06 → 2025-05-20
147,2025-06-19,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价27.438，成交金额19,206.35元，现金-19,220.95元，交易后持股4900股",建仓成本14.60元,27.438,700,19206.35,14.6,L7；价值线网格第7份；盘中触及结构位成交,-14.6,,4900,持有4900股,-19220.95,,,,,
148,2025-06-19,乖宝宠物,sz.301498,卖出,"卖出乖宝宠物(sz.301498) 400股，成交价108.81，成交金额43,524.00元，现金+43,475.48元，本次亏损-3,020.76元，收益率-6.50%，剩余1200股","亏损-3,020.76元 (-6.50%)",108.81,400,43524.0,48.52,收盘条件止损；14:55收盘代理价成交,-3020.76,-6.4968,1200,持有1200股,43475.48,,,,,
149,2025-06-23,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.066，成交金额18,246.03元，现金-18,260.15元，交易后持股5600股",建仓成本14.12元,26.066,700,18246.03,14.12,L8；价值线网格第8份；盘中触及结构位成交,-14.12,,5600,持有5600股,-18260.15,,,,,
150,2025-06-23,乖宝宠物,sz.301498,卖出,"卖出乖宝宠物(sz.301498) 1200股，成交价106.02，成交金额127,224.00元，现金+127,085.96元，本次盈利+21,760.38元，收益率+20.66%，清仓","盈利21,760.38元 (+20.66%)",106.02,1200,127224.0,138.04,止盈条件=maximum_profit_half；14:55收盘代理价成交,21760.38,20.6601,0,清仓,127085.96,,,,,
151,2025-06-24,大金重工,sz.002487,卖出,"卖出大金重工(sz.002487) 9800股，成交价30.97，成交金额303,506.00元，现金+303,176.70元，本次盈利+5,278.53元，收益率+1.77%，清仓","盈利5,278.53元 (+1.77%)",30.97,9800,303506.0,329.3,entry time condition；14:55收盘代理价成交,5278.53,1.7719,0,清仓,303176.7,,,,,
152,2025-06-27,太辰光,sz.300570,买入,"买入太辰光(sz.300570) 3100股，成交价93.91，成交金额291,121.00元，现金-291,291.31元，交易后持股3100股",建仓成本170.31元,93.91,3100,291121.0,170.31,33未三日下行首仓；回调波段50%收盘放量向上突破；close_confirmed,-170.31,,3100,持有3100股,-291291.31,基本面硬条件通过且多周期强度居前；20日强度+35.0%；60日强度+12.3%；120日强度+35.7%；距120日高点-26.3%；MA20/MA60同步上扬；收盘站上MA20,MA20/MA60同步上扬；收盘站上MA20,0.5,33.66 / 129.58,2024-10-14 → 2025-01-23
153,2025-07-02,太辰光,sz.300570,卖出,"卖出太辰光(sz.300570) 3100股，成交价91.01，成交金额282,131.00元，现金+281,824.89元，本次亏损-9,466.42元，收益率-3.25%，清仓","亏损-9,466.42元 (-3.25%)",91.01,3100,282131.0,306.11,收盘条件止损；14:55收盘代理价成交,-9466.42,-3.2498,0,清仓,281824.89,,,,,
154,2025-07-02,山东黄金,sh.600547,买入,"买入山东黄金(sh.600547) 8900股，成交价33.48，成交金额297,972.00元，现金-298,146.31元，交易后持股8900股",建仓成本174.31元,33.48,8900,297972.0,174.31,33未三日下行首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-174.31,,8900,持有8900股,-298146.31,基本面硬条件通过且多周期强度居前；20日强度+8.9%；60日强度+25.4%；120日强度+43.8%；距120日高点-1.9%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.22倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.22倍；多周期均量扣低走高,,,
155,2025-07-03,山东黄金,sh.600547,卖出,"卖出山东黄金(sh.600547) 8900股，成交价32.75，成交金额291,475.00元，现金+291,158.75元，本次亏损-6,987.56元，收益率-2.34%，清仓","亏损-6,987.56元 (-2.34%)",32.75,8900,291475.0,316.25,收盘条件止损；14:55收盘代理价成交,-6987.56,-2.3437,0,清仓,291158.75,,,,,
156,2025-07-09,华测导航,sz.300627,买入,"买入华测导航(sz.300627) 8800股，成交价33.93，成交金额298,584.00元，现金-298,758.67元，交易后持股8800股",建仓成本174.67元,33.93,8800,298584.0,174.67,33未三日下行首仓；量价节点上浮2%-4%收盘确认；节点止损；close_confirmed,-174.67,,8800,持有8800股,-298758.67,基本面硬条件通过且多周期强度居前；20日强度+9.7%；60日强度+22.9%；120日强度+28.2%；距120日高点-2.3%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）,,,
157,2025-07-25,华测导航,sz.300627,卖出,"卖出华测导航(sz.300627) 8800股，成交价35.29，成交金额310,552.00元，现金+310,215.05元，本次盈利+11,456.38元，收益率+3.83%，清仓","盈利11,456.38元 (+3.83%)",35.29,8800,310552.0,336.95,entry time condition；14:55收盘代理价成交,11456.38,3.8347,0,清仓,310215.05,,,,,
158,2025-07-28,道通科技,sh.688208,买入,"买入道通科技(sh.688208) 8800股，成交价33.4，成交金额293,920.00元，现金-294,091.94元，交易后持股8800股",建仓成本171.94元,33.4,8800,293920.0,171.94,33未三日下行首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-171.94,,8800,持有8800股,-294091.94,基本面硬条件通过且多周期强度居前；20日强度+10.1%；60日强度+28.3%；120日强度+30.0%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,,,
159,2025-08-05,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 800股，成交价24.54，成交金额19,632.00元，现金-19,646.82元，交易后持股6400股",建仓成本14.82元,24.54,800,19632.0,14.82,L9；价值线网格第9份；开盘已触发成交,-14.82,,6400,持有6400股,-19646.82,,,,,
160,2025-08-08,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 800股，成交价26.066，成交金额20,852.61元，现金+20,826.75元，本次盈利+1,179.94元，收益率+6.01%，剩余5600股","盈利1,179.94元 (+6.01%)",26.066,800,20852.61,25.85,L9；上一格卖出；盘中触及结构位成交,1179.94,6.0057,5600,持有5600股,20826.75,,,,,
161,2025-08-08,道通科技,sh.688208,卖出,"卖出道通科技(sh.688208) 8800股，成交价34.79，成交金额306,152.00元，现金+305,819.83元，本次盈利+11,727.88元，收益率+3.99%，清仓","盈利11,727.88元 (+3.99%)",34.79,8800,306152.0,332.17,entry time condition；14:55收盘代理价成交,11727.88,3.9878,0,清仓,305819.83,,,,,
162,2025-08-11,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 800股，成交价24.762，成交金额19,809.98元，现金-19,824.88元，交易后持股6400股",建仓成本14.90元,24.762,800,19809.98,14.9,L9；价值线网格第9份；盘中触及结构位成交,-14.9,,6400,持有6400股,-19824.88,,,,,
163,2025-08-14,兴业银锡,sz.000426,买入,"买入兴业银锡(sz.000426) 14800股，成交价20.15，成交金额298,220.00元，现金-298,394.46元，交易后持股14800股",建仓成本174.46元,20.15,14800,298220.0,174.46,33未三日下行首仓；W底收盘放量突破颈线；close_confirmed,-174.46,,14800,持有14800股,-298394.46,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+11.6%；60日强度+45.1%；120日强度+50.7%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,,,
164,2025-08-20,兴业银锡,sz.000426,卖出,"卖出兴业银锡(sz.000426) 14800股，成交价19.78，成交金额292,744.00元，现金+292,426.37元，本次亏损-5,968.09元，收益率-2.00%，清仓","亏损-5,968.09元 (-2.00%)",19.78,14800,292744.0,317.63,收盘条件止损；14:55收盘代理价成交,-5968.09,-2.0001,0,清仓,292426.37,,,,,
165,2025-08-20,锡业股份,sz.000960,买入,"买入锡业股份(sz.000960) 15600股，成交价19.11，成交金额298,116.00元，现金-298,290.40元，交易后持股15600股",建仓成本174.40元,19.11,15600,298116.0,174.4,33未三日下行首仓；整理平台收盘放量突破；平台上沿止损；close_confirmed,-174.4,,15600,持有15600股,-298290.4,基本面硬条件通过且多周期强度居前；20日强度+3.1%；60日强度+30.6%；120日强度+29.8%；距120日高点-3.0%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,,,
166,2025-09-01,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价27.438，成交金额19,206.35元，现金+19,182.14元，本次盈利+921.99元，收益率+5.05%，剩余5700股",盈利921.99元 (+5.05%),27.438,700,19206.35,24.21,L8；上一格卖出；盘中触及结构位成交,921.99,5.0492,5700,持有5700股,19182.14,,,,,
167,2025-09-01,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 800股，成交价26.58，成交金额21,264.00元，现金+21,237.74元，本次盈利+1,412.86元，收益率+7.13%，剩余4900股","盈利1,412.86元 (+7.13%)",26.58,800,21264.0,26.26,L9；上一格卖出；开盘已触发成交,1412.86,7.1267,4900,持有4900股,21237.74,,,,,
168,2025-09-02,华友钴业,sh.603799,买入,"买入华友钴业(sh.603799) 6300股，成交价47.3，成交金额297,990.00元，现金-298,164.32元，交易后持股6300股",建仓成本174.32元,47.3,6300,297990.0,174.32,33未三日下行首仓；连阳波段一半拉回；一半位置止损；盘中触及结构位成交,-174.32,,6300,持有6300股,-298164.32,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.61倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+17.4%；60日强度+48.3%；120日强度+32.6%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.61倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；量能高于5/10日基准1.61倍；多周期均量扣低走高,,,
169,2025-09-03,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价28.882，成交金额20,217.21元，现金+20,191.99元，本次盈利+971.04元，收益率+5.05%，剩余4200股",盈利971.04元 (+5.05%),28.882,700,20217.21,25.22,L7；上一格卖出；盘中触及结构位成交,971.04,5.052,4200,持有4200股,20191.99,,,,,
170,2025-09-03,华友钴业,sh.603799,卖出,"卖出华友钴业(sh.603799) 6300股，成交价47.09，成交金额296,667.00元，现金+296,345.12元，本次亏损-1,819.21元，收益率-0.61%，清仓","亏损-1,819.21元 (-0.61%)",47.09,6300,296667.0,321.88,收盘条件止损；14:55收盘代理价成交,-1819.21,-0.6101,0,清仓,296345.12,,,,,
171,2025-09-03,锡业股份,sz.000960,卖出,"卖出锡业股份(sz.000960) 3100股，成交价21.17，成交金额65,627.00元，现金+65,555.79元，本次盈利+6,280.14元，收益率+10.59%，剩余12500股","盈利6,280.14元 (+10.59%)",21.17,3100,65627.0,71.21,止盈条件=volume_node_break:2025-09-01；14:55收盘代理价成交,6280.14,10.5948,12500,持有12500股,65555.79,,,,,
172,2025-09-03,锦浪科技,sz.300763,买入,"买入锦浪科技(sz.300763) 4000股，成交价73.21，成交金额292,840.00元，现金-293,011.31元，交易后持股4000股",建仓成本171.31元,73.21,4000,292840.0,171.31,33未三日下行首仓；回调波段50%收盘放量向上突破；close_confirmed,-171.31,,4000,持有4000股,-293011.31,基本面硬条件通过且多周期强度居前；20日强度+15.5%；60日强度+24.5%；120日强度+33.4%；距120日高点-1.7%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,0.5,41.35 / 97.25,2024-06-28 → 2024-10-08
173,2025-09-03,锡业股份,sz.000960,买入,"买入锡业股份(sz.000960) 5600股，成交价21.17，成交金额118,552.00元，现金-118,621.35元，交易后持股18100股",建仓成本69.35元,21.17,5600,118552.0,69.35,"浮盈加仓50%；上涨波段62.5%拉回支撑5%区域；共振=MA5,MA10；close_confirmed",-69.35,,18100,持有18100股,-118621.35,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.32倍；多周期均量扣低走高；基本面硬条件通过且多周期强度居前；20日强度+22.0%；60日强度+54.4%；120日强度+43.2%；距120日高点-4.9%；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.32倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.32倍；多周期均量扣低走高,0.625,17.99 / 23.05,2025-08-19 → 2025-09-01
174,2025-09-04,锡业股份,sz.000960,卖出,"卖出锡业股份(sz.000960) 5600股，成交价20.19，成交金额113,064.00元，现金+112,941.33元，本次亏损-5,680.03元，收益率-4.79%，剩余12500股","亏损-5,680.03元 (-4.79%)",20.19,5600,113064.0,122.67,收盘条件止损；14:55收盘代理价成交,-5680.03,-4.7884,12500,持有12500股,112941.33,,,,,
175,2025-09-04,锡业股份,sz.000960,卖出,"卖出锡业股份(sz.000960) 6200股，成交价20.19，成交金额125,178.00元，现金+125,042.18元，本次盈利+6,490.87元，收益率+5.48%，剩余6300股","盈利6,490.87元 (+5.48%)",20.19,6200,125178.0,135.82,"止盈条件=trailing_10,volume_node_break:2025-08-29；14:55收盘代理价成交",6490.87,5.4752,6300,持有6300股,125042.18,,,,,
176,2025-09-09,赤峰黄金,sh.600988,卖出,"卖出赤峰黄金(sh.600988) 700股，成交价30.402，成交金额21,281.27元，现金+21,254.99元，本次盈利+2,676.71元，收益率+14.41%，剩余3500股","盈利2,676.71元 (+14.41%)",30.402,700,21281.27,26.28,L6；上一格卖出；盘中触及结构位成交,2676.71,14.4077,3500,持有3500股,21254.99,,,,,
177,2025-09-10,锦浪科技,sz.300763,卖出,"卖出锦浪科技(sz.300763) 800股，成交价84.35，成交金额67,480.00元，现金+67,406.78元，本次盈利+8,804.52元，收益率+15.02%，剩余3200股","盈利8,804.52元 (+15.02%)",84.35,800,67480.0,73.22,止盈条件=trailing_10；14:55收盘代理价成交,8804.52,15.0242,3200,持有3200股,67406.78,,,,,
178,2025-09-10,锦浪科技,sz.300763,买入,"买入锦浪科技(sz.300763) 1300股，成交价84.35，成交金额109,655.00元，现金-109,719.15元，交易后持股4500股",建仓成本64.15元,84.35,1300,109655.0,64.15,浮盈加仓50%；上涨波段75.0%拉回支撑5%区域；共振=MA5；close_confirmed,-64.15,,4500,持有4500股,-109719.15,基本面硬条件通过且多周期强度居前；20日强度+43.3%；60日强度+64.1%；120日强度+72.4%；距120日高点-2.9%；MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；候选观察：接近21日收盘高点（非买点）；多周期均量扣低走高,0.75,50.45 / 95.64,2025-06-03 → 2025-09-08
179,2025-09-12,锦浪科技,sz.300763,卖出,"卖出锦浪科技(sz.300763) 1300股，成交价82.84，成交金额107,692.00元，现金+107,575.15元，本次亏损-2,143.99元，收益率-1.95%，剩余3200股","亏损-2,143.99元 (-1.95%)",82.84,1300,107692.0,116.85,收盘条件止损；14:55收盘代理价成交,-2143.99,-1.9541,3200,持有3200股,107575.15,,,,,
