序号,日期,股票,代码,买卖,操作摘要,交易结果,成交价,数量(股),成交金额(元),手续费税费滑点(元),买卖理由,本次已实现盈亏(元),本次收益率(%),交易后持股(股),持仓状态,现金变化(元),选股理由,买卖依据对照,结构比例,锚点低/高,锚点日期
123,2025-10-23,金诚信,sh.603979,买入,"买入金诚信(sh.603979) 3200股，成交价62.483，成交金额199,944.00元，现金-200,060.97元，交易后持股3200股",建仓成本116.97元,62.483,3200,199944.0,116.97,33未上行首仓；上涨波段62.5%拉回支撑；共振=MA5；盘中触及结构位成交,-116.97,,3200,持有3200股,-200060.97,基本价值线模型入选；MA20/MA60同步上扬；贴近上扬MA20支撑,MA20/MA60同步上扬；贴近上扬MA20支撑,0.625,40.77 / 75.51,2025-06-20 → 2025-10-09
124,2025-10-24,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 1900股，成交价65.43，成交金额124,317.00元，现金+124,182.12元，本次盈利+5,395.92元，收益率+4.54%，剩余1300股","盈利5,395.92元 (+4.54%)",65.43,1900,124317.0,134.88,14:55收盘代理价成交,5395.92,4.5425,1300,持有1300股,124182.12,,,,,
125,2025-11-04,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 1300股，成交价61.59，成交金额80,067.00元，现金+79,980.13元，本次亏损-1,294.64元，收益率-1.59%，清仓","亏损-1,294.64元 (-1.59%)",61.59,1300,80067.0,86.87,收盘条件止损；14:55收盘代理价成交,-1294.64,-1.5929,0,清仓,79980.13,,,,,
126,2025-11-04,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 10700股，成交价18.64，成交金额199,448.00元，现金-199,564.68元，交易后持股10700股",建仓成本116.68元,18.64,10700,199448.0,116.68,直接突破首仓；价格突破21日收盘高点；跳空越过触发价成交,-116.68,,10700,持有10700股,-199564.68,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.20倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.20倍；多周期均量扣低走高,,,
127,2025-11-05,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 10700股，成交价17.85，成交金额190,995.00元，现金+190,787.77元，本次亏损-8,776.91元，收益率-4.40%，清仓","亏损-8,776.91元 (-4.40%)",17.85,10700,190995.0,207.23,开盘未站上18.640；跳空止损成交,-8776.91,-4.398,0,清仓,190787.77,,,,,
128,2025-11-05,金诚信,sh.603979,买入,"买入金诚信(sh.603979) 3300股，成交价60.38，成交金额199,254.00元，现金-199,370.56元，交易后持股3300股",建仓成本116.56元,60.38,3300,199254.0,116.56,33未上行首仓；上涨波段62.5%拉回支撑；共振=MA60；开盘已触发成交,-116.56,,3300,持有3300股,-199370.56,基本价值线模型入选；MA20/MA60同步上扬,MA20/MA60同步上扬,0.625,38.1 / 75.51,2025-02-06 → 2025-10-09
129,2025-11-18,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 3300股，成交价60.73，成交金额200,409.00元，现金+200,191.56元，本次盈利+820.99元，收益率+0.41%，清仓",盈利820.99元 (+0.41%),60.73,3300,200409.0,217.44,收盘条件止损；14:55收盘代理价成交,820.99,0.4118,0,清仓,200191.56,,,,,
130,2025-11-18,华勤技术,sh.603296,买入,"买入华勤技术(sh.603296) 3200股，成交价62.105，成交金额198,736.00元，现金-198,852.26元，交易后持股3200股",建仓成本116.26元,62.105,3200,198736.0,116.26,直接突破首仓；上涨波段50%有效跌破后重新突破；盘中突破成交,-116.26,,3200,持有3200股,-198852.26,基本价值线模型入选；多周期均量扣低走高,多周期均量扣低走高,0.5,45.8 / 78.41,2025-01-14 → 2025-09-25
131,2025-11-19,华勤技术,sh.603296,卖出,"卖出华勤技术(sh.603296) 3200股，成交价60.76，成交金额194,432.00元，现金+194,221.04元，本次亏损-4,631.22元，收益率-2.33%，清仓","亏损-4,631.22元 (-2.33%)",60.76,3200,194432.0,210.96,开盘未站上62.105；跳空止损成交,-4631.22,-2.329,0,清仓,194221.04,,,,,
132,2025-11-19,金诚信,sh.603979,买入,"买入金诚信(sh.603979) 3200股，成交价60.99，成交金额195,168.00元，现金-195,282.17元，交易后持股3200股",建仓成本114.17元,60.99,3200,195168.0,114.17,直接突破首仓；上涨波段50%有效跌破后重新突破；盘中突破成交,-114.17,,3200,持有3200股,-195282.17,基本价值线模型入选；基本面入选，等待价格/量能买点,基本面入选，等待价格/量能买点,0.5,46.47 / 75.51,2025-08-01 → 2025-10-09
133,2025-11-21,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 3200股，成交价59.2，成交金额189,440.00元，现金+189,234.46元，本次亏损-6,047.72元，收益率-3.10%，清仓","亏损-6,047.72元 (-3.10%)",59.2,3200,189440.0,205.54,收盘条件止损；14:55收盘代理价成交,-6047.72,-3.0969,0,清仓,189234.46,,,,,
134,2025-11-21,华勤技术,sh.603296,买入,"买入华勤技术(sh.603296) 3300股，成交价60.43，成交金额199,419.00元，现金-199,535.66元，交易后持股3300股",建仓成本116.66元,60.43,3300,199419.0,116.66,33未上行首仓；上涨波段50.0%拉回支撑；共振=MA5；开盘已触发成交,-116.66,,3300,持有3300股,-199535.66,基本价值线模型入选；多周期均量扣低走高,多周期均量扣低走高,0.5,44.41 / 78.41,2025-04-29 → 2025-09-25
135,2025-11-24,华勤技术,sh.603296,卖出,"卖出华勤技术(sh.603296) 3300股，成交价61.0，成交金额201,300.00元，现金+201,081.59元，本次盈利+1,545.93元，收益率+0.77%，清仓","盈利1,545.93元 (+0.77%)",61.0,3300,201300.0,218.41,收盘条件止损；14:55收盘代理价成交,1545.93,0.7748,0,清仓,201081.59,,,,,
136,2025-11-24,金诚信,sh.603979,买入,"买入金诚信(sh.603979) 3300股，成交价60.215，成交金额198,709.50元，现金-198,825.75元，交易后持股3300股",建仓成本116.25元,60.215,3300,198709.5,116.25,直接突破首仓；上涨波段50%有效跌破后重新突破；盘中突破成交,-116.25,,3300,持有3300股,-198825.75,基本价值线模型入选；量能高于5/10日基准1.20倍；多周期均量扣低走高,量能高于5/10日基准1.20倍；多周期均量扣低走高,0.5,44.92 / 75.51,2025-07-16 → 2025-10-09
137,2025-11-28,金诚信,sh.603979,卖出,"卖出金诚信(sh.603979) 3300股，成交价62.56，成交金额206,448.00元，现金+206,224.00元，本次盈利+7,398.26元，收益率+3.72%，清仓","盈利7,398.26元 (+3.72%)",62.56,3300,206448.0,224.0,entry time condition；14:55收盘代理价成交,7398.26,3.721,0,清仓,206224.0,,,,,
138,2025-11-28,华勤技术,sh.603296,买入,"买入华勤技术(sh.603296) 3200股，成交价61.4，成交金额196,480.00元，现金-196,594.94元，交易后持股3200股",建仓成本114.94元,61.4,3200,196480.0,114.94,"33未上行首仓；上涨波段50.0%拉回支撑；共振=MA5,MA10；盘中触及结构位成交",-114.94,,3200,持有3200股,-196594.94,基本价值线模型入选；基本面入选，等待价格/量能买点,基本面入选，等待价格/量能买点,0.5,44.41 / 78.39,2025-04-29 → 2025-10-30
139,2025-12-04,华勤技术,sh.603296,卖出,"卖出华勤技术(sh.603296) 3200股，成交价62.92，成交金额201,344.00元，现金+201,125.54元，本次盈利+4,530.60元，收益率+2.30%，清仓","盈利4,530.60元 (+2.30%)",62.92,3200,201344.0,218.46,entry time condition；14:55收盘代理价成交,4530.6,2.3045,0,清仓,201125.54,,,,,
140,2025-12-04,移远通信,sh.603236,买入,"买入移远通信(sh.603236) 3100股，成交价63.325，成交金额196,307.50元，现金-196,422.34元，交易后持股3100股",建仓成本114.84元,63.325,3100,196307.5,114.84,"33未上行首仓；上涨波段75.0%拉回支撑；共振=MA5,MA10,MA20；盘中触及结构位成交",-114.84,,3100,持有3100股,-196422.34,基本价值线模型入选；收盘站上MA20；多周期均量扣低走高,收盘站上MA20；多周期均量扣低走高,0.75,49.48 / 67.94,2025-05-30 → 2025-12-01
141,2025-12-10,移远通信,sh.603236,卖出,"卖出移远通信(sh.603236) 3100股，成交价65.28，成交金额202,368.00元，现金+202,148.43元，本次盈利+5,726.09元，收益率+2.92%，清仓","盈利5,726.09元 (+2.92%)",65.28,3100,202368.0,219.57,entry time condition；14:55收盘代理价成交,5726.09,2.9152,0,清仓,202148.43,,,,,
142,2025-12-10,宁波华翔,sz.002048,买入,"买入宁波华翔(sz.002048) 6700股，成交价29.775，成交金额199,492.50元，现金-199,609.20元，交易后持股6700股",建仓成本116.70元,29.775,6700,199492.5,116.7,直接突破首仓；上涨波段50%有效跌破后重新突破；盘中突破成交,-116.7,,6700,持有6700股,-199609.2,基本价值线模型入选；收盘站上MA20；量能高于5/10日基准2.00倍；多周期均量扣低走高,收盘站上MA20；量能高于5/10日基准2.00倍；多周期均量扣低走高,0.5,19.33 / 40.22,2025-08-04 → 2025-09-30
143,2025-12-11,宁波华翔,sz.002048,卖出,"卖出宁波华翔(sz.002048) 6700股，成交价28.74，成交金额192,558.00元，现金+192,349.07元，本次亏损-7,260.13元，收益率-3.64%，清仓","亏损-7,260.13元 (-3.64%)",28.74,6700,192558.0,208.93,收盘条件止损；14:55收盘代理价成交,-7260.13,-3.6372,0,清仓,192349.07,,,,,
144,2025-12-11,隆鑫通用,sh.603766,买入,"买入隆鑫通用(sh.603766) 13100股，成交价15.24，成交金额199,644.00元，现金-199,760.79元，交易后持股13100股",建仓成本116.79元,15.24,13100,199644.0,116.79,直接突破首仓；价格突破21日收盘高点；盘中突破成交,-116.79,,13100,持有13100股,-199760.79,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,,,
145,2025-12-12,隆鑫通用,sh.603766,卖出,"卖出隆鑫通用(sh.603766) 13100股，成交价15.02，成交金额196,762.00元，现金+196,548.51元，本次亏损-3,212.28元，收益率-1.61%，清仓","亏损-3,212.28元 (-1.61%)",15.02,13100,196762.0,213.49,开盘未站上15.240；跳空止损成交,-3212.28,-1.6081,0,清仓,196548.51,,,,,
146,2025-12-12,移远通信,sh.603236,买入,"买入移远通信(sh.603236) 3100股，成交价63.325，成交金额196,307.50元，现金-196,422.34元，交易后持股3100股",建仓成本114.84元,63.325,3100,196307.5,114.84,33未上行首仓；上涨波段75.0%拉回支撑；共振=MA20；盘中触及结构位成交,-114.84,,3100,持有3100股,-196422.34,基本价值线模型入选；MA20上扬；收盘站上MA20,MA20上扬；收盘站上MA20,0.75,49.48 / 67.94,2025-05-30 → 2025-12-01
147,2025-12-16,移远通信,sh.603236,卖出,"卖出移远通信(sh.603236) 3100股，成交价63.24，成交金额196,044.00元，现金+195,831.29元，本次亏损-591.05元，收益率-0.30%，清仓",亏损-591.05元 (-0.30%),63.24,3100,196044.0,212.71,收盘条件止损；14:55收盘代理价成交,-591.05,-0.3009,0,清仓,195831.29,,,,,
148,2025-12-16,美的集团,sz.000333,买入,"买入美的集团(sz.000333) 2600股，成交价76.075，成交金额197,795.00元，现金-197,910.71元，交易后持股2600股",建仓成本115.71元,76.075,2600,197795.0,115.71,33未上行首仓；上扬MA20/MA60结构回踩20日均线；盘中触及结构位成交,-115.71,,2600,持有2600股,-197910.71,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,,,
149,2025-12-18,美的集团,sz.000333,卖出,"卖出美的集团(sz.000333) 2600股，成交价76.05，成交金额197,730.00元，现金+197,515.46元，本次亏损-395.25元，收益率-0.20%，清仓",亏损-395.25元 (-0.20%),76.05,2600,197730.0,214.54,收盘条件止损；14:55收盘代理价成交,-395.25,-0.1997,0,清仓,197515.46,,,,,
150,2025-12-18,锡业股份,sz.000960,买入,"买入锡业股份(sz.000960) 7400股，成交价26.76，成交金额198,024.00元，现金-198,139.84元，交易后持股7400股",建仓成本115.84元,26.76,7400,198024.0,115.84,直接突破首仓；价格突破21日收盘高点；盘中突破成交,-115.84,,7400,持有7400股,-198139.84,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,,,
151,2025-12-19,锡业股份,sz.000960,卖出,"卖出锡业股份(sz.000960) 7400股，成交价26.68，成交金额197,432.00元，现金+197,217.79元，本次亏损-922.06元，收益率-0.47%，清仓",亏损-922.06元 (-0.47%),26.68,7400,197432.0,214.21,开盘未站上26.760；跳空止损成交,-922.06,-0.4654,0,清仓,197217.79,,,,,
152,2025-12-19,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 10200股，成交价19.495，成交金额198,849.00元，现金-198,965.33元，交易后持股10200股",建仓成本116.33元,19.495,10200,198849.0,116.33,直接突破首仓；上涨波段50%有效跌破后重新突破；盘中突破成交,-116.33,,10200,持有10200股,-198965.33,基本价值线模型入选；收盘站上MA20；距离21日收盘高点3%以内,收盘站上MA20；距离21日收盘高点3%以内,0.5,16.51 / 22.48,2025-09-23 → 2025-10-14
153,2025-12-22,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 10200股，成交价19.39，成交金额197,778.00元，现金+197,563.41元，本次亏损-1,401.92元，收益率-0.70%，清仓","亏损-1,401.92元 (-0.70%)",19.39,10200,197778.0,214.59,开盘未站上19.495；跳空止损成交,-1401.92,-0.7046,0,清仓,197563.41,,,,,
154,2025-12-22,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 10200股，成交价19.495，成交金额198,849.00元，现金-198,965.33元，交易后持股10200股",建仓成本116.33元,19.495,10200,198849.0,116.33,直接突破首仓；上涨波段50%有效跌破后重新突破；盘中突破成交,-116.33,,10200,持有10200股,-198965.33,基本价值线模型入选；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,0.5,16.51 / 22.48,2025-09-23 → 2025-10-14
155,2025-12-23,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 10200股，成交价19.46，成交金额198,492.00元，现金+198,276.64元，本次亏损-688.69元，收益率-0.35%，清仓",亏损-688.69元 (-0.35%),19.46,10200,198492.0,215.36,开盘未站上19.495；跳空止损成交,-688.69,-0.3461,0,清仓,198276.64,,,,,
156,2025-12-23,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 10200股，成交价19.495，成交金额198,849.00元，现金-198,965.33元，交易后持股10200股",建仓成本116.33元,19.495,10200,198849.0,116.33,直接突破首仓；上涨波段50%有效跌破后重新突破；盘中突破成交,-116.33,,10200,持有10200股,-198965.33,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,0.5,16.51 / 22.48,2025-09-23 → 2025-10-14
157,2025-12-24,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 10200股，成交价19.48，成交金额198,696.00元，现金+198,480.41元，本次亏损-484.91元，收益率-0.24%，清仓",亏损-484.91元 (-0.24%),19.48,10200,198696.0,215.59,开盘未站上19.495；跳空止损成交,-484.91,-0.2437,0,清仓,198480.41,,,,,
158,2025-12-24,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 10200股，成交价19.495，成交金额198,849.00元，现金-198,965.33元，交易后持股10200股",建仓成本116.33元,19.495,10200,198849.0,116.33,直接突破首仓；上涨波段50%有效跌破后重新突破；盘中突破成交,-116.33,,10200,持有10200股,-198965.33,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,0.5,16.51 / 22.48,2025-09-23 → 2025-10-14
159,2025-12-25,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 10200股，成交价19.07，成交金额194,514.00元，现金+194,302.95元，本次亏损-4,662.37元，收益率-2.34%，清仓","亏损-4,662.37元 (-2.34%)",19.07,10200,194514.0,211.05,收盘条件止损；14:55收盘代理价成交,-4662.37,-2.3433,0,清仓,194302.95,,,,,
160,2025-12-25,时代电气,sh.688187,买入,"买入时代电气(sh.688187) 3800股，成交价50.99，成交金额193,762.00元，现金-193,875.35元，交易后持股3800股",建仓成本113.35元,50.99,3800,193762.0,113.35,直接突破首仓；上涨波段50%有效跌破后重新突破；盘中突破成交,-113.35,,3800,持有3800股,-193875.35,基本价值线模型入选；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.42倍；多周期均量扣低走高,收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.42倍；多周期均量扣低走高,0.5,43.55 / 58.43,2025-03-11 → 2025-10-16
161,2025-12-26,时代电气,sh.688187,卖出,"卖出时代电气(sh.688187) 3800股，成交价50.83，成交金额193,154.00元，现金+192,944.43元，本次亏损-930.92元，收益率-0.48%，清仓",亏损-930.92元 (-0.48%),50.83,3800,193154.0,209.57,开盘未站上50.990；跳空止损成交,-930.92,-0.4802,0,清仓,192944.43,,,,,
162,2025-12-26,横店东磁,sz.002056,买入,"买入横店东磁(sz.002056) 10200股，成交价19.495，成交金额198,849.00元，现金-198,965.33元，交易后持股10200股",建仓成本116.33元,19.495,10200,198849.0,116.33,直接突破首仓；上涨波段50%有效跌破后重新突破；盘中突破成交,-116.33,,10200,持有10200股,-198965.33,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.66倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.66倍；多周期均量扣低走高,0.5,16.51 / 22.48,2025-09-23 → 2025-10-14
163,2025-12-30,横店东磁,sz.002056,卖出,"卖出横店东磁(sz.002056) 10200股，成交价19.36，成交金额197,472.00元，现金+197,257.74元，本次亏损-1,707.58元，收益率-0.86%，清仓","亏损-1,707.58元 (-0.86%)",19.36,10200,197472.0,214.26,收盘条件止损；14:55收盘代理价成交,-1707.58,-0.8582,0,清仓,197257.74,,,,,
164,2025-12-30,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 10600股，成交价18.74，成交金额198,644.00元，现金-198,760.21元，交易后持股10600股",建仓成本116.21元,18.74,10600,198644.0,116.21,直接突破首仓；价格突破21日收盘高点；盘中突破成交,-116.21,,10600,持有10600股,-198760.21,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.43倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.43倍；多周期均量扣低走高,,,
165,2026-01-27,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 2900股，成交价22.48，成交金额65,192.00元，现金-65,230.14元，交易后持股13500股",建仓成本38.14元,22.48,2900,65192.0,38.14,浮盈加仓33%；价格突破21日收盘高点；跳空越过触发价成交,-38.14,,13500,持有13500股,-65230.14,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,,,
166,2026-01-28,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 2900股，成交价22.45，成交金额65,105.00元，现金+65,034.36元，本次亏损-195.78元，收益率-0.30%，剩余10600股",亏损-195.78元 (-0.30%),22.45,2900,65105.0,70.64,开盘未站上22.470；跳空止损成交,-195.78,-0.3001,10600,持有10600股,65034.36,,,,,
167,2026-01-28,阳光电源,sz.300274,卖出,"卖出阳光电源(sz.300274) 400股，成交价152.17，成交金额60,868.00元，现金+60,801.96元，本次盈利+21,763.13元，收益率+55.75%，剩余1200股","盈利21,763.13元 (+55.75%)",152.17,400,60868.0,66.04,14:55收盘代理价成交,21763.13,55.7474,1200,持有1200股,60801.96,,,,,
168,2026-02-02,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 4200股，成交价21.36，成交金额89,712.00元，现金+89,614.66元，本次盈利+10,860.62元，收益率+13.79%，剩余6400股","盈利10,860.62元 (+13.79%)",21.36,4200,89712.0,97.34,14:55收盘代理价成交,10860.62,13.7906,6400,持有6400股,89614.66,,,,,
169,2026-02-12,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 1700股，成交价23.5，成交金额39,950.00元，现金-39,974.97元，交易后持股8100股",建仓成本24.98元,23.5,1700,39950.0,24.98,浮盈加仓33%；价格突破21日收盘高点；跳空越过触发价成交,-24.98,,8100,持有8100股,-39974.97,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,,,
170,2026-02-13,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 1700股，成交价22.71，成交金额38,607.00元，现金+38,563.39元，本次亏损-1,411.58元，收益率-3.53%，剩余6400股","亏损-1,411.58元 (-3.53%)",22.71,1700,38607.0,43.61,收盘条件止损；14:55收盘代理价成交,-1411.58,-3.5312,6400,持有6400股,38563.39,,,,,
171,2026-02-25,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 1600股，成交价23.66，成交金额37,856.00元，现金-37,879.93元，交易后持股8000股",建仓成本23.93元,23.66,1600,37856.0,23.93,浮盈加仓33%；价格突破21日收盘高点；盘中突破成交,-23.93,,8000,持有8000股,-37879.93,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,,,
172,2026-02-26,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 1600股，成交价23.14，成交金额37,024.00元，现金+36,981.98元，本次亏损-897.95元，收益率-2.37%，剩余6400股",亏损-897.95元 (-2.37%),23.14,1600,37024.0,42.02,开盘未站上23.660；跳空止损成交,-897.95,-2.3705,6400,持有6400股,36981.98,,,,,
173,2026-03-06,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 2200股，成交价26.48，成交金额58,256.00元，现金-58,290.13元，交易后持股8600股",建仓成本34.13元,26.48,2200,58256.0,34.13,浮盈加仓50%；上涨波段75.0%拉回支撑；共振=MA5；开盘已触发成交,-34.13,,8600,持有8600股,-58290.13,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.27倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.27倍；多周期均量扣低走高,0.75,21.35 / 28.52,2026-02-06 → 2026-03-03
174,2026-03-11,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 3100股，成交价27.95，成交金额86,645.00元，现金-86,695.69元，交易后持股11700股",建仓成本50.69元,27.95,3100,86645.0,50.69,浮盈加仓50%；上涨波段75.0%拉回支撑；共振=MA5；开盘已触发成交,-50.69,,11700,持有11700股,-86695.69,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,0.75,19.03 / 31.05,2026-01-12 → 2026-03-09
175,2026-03-12,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 2600股，成交价32.84，成交金额85,384.00元，现金-85,433.95元，交易后持股14300股",建仓成本49.95元,32.84,2600,85384.0,49.95,浮盈加仓33%；价格突破21日收盘高点；跳空越过触发价成交,-49.95,,14300,持有14300股,-85433.95,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,,,
176,2026-03-18,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 2300股，成交价31.51，成交金额72,473.00元，现金+72,394.37元，本次盈利+29,267.15元，收益率+67.86%，剩余12000股","盈利29,267.15元 (+67.86%)",31.51,2300,72473.0,78.63,14:55收盘代理价成交,29267.15,67.8624,12000,持有12000股,72394.37,,,,,
177,2026-03-23,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 2600股，成交价31.66，成交金额82,316.00元，现金+82,226.69元，本次亏损-3,207.26元，收益率-3.75%，剩余9400股","亏损-3,207.26元 (-3.75%)",31.66,2600,82316.0,89.31,entry time condition；14:55收盘代理价成交,-3207.26,-3.7541,9400,持有9400股,82226.69,,,,,
178,2026-03-24,宝丰能源,sh.600989,买入,"买入宝丰能源(sh.600989) 3600股，成交价30.68，成交金额110,448.00元，现金-110,512.61元，交易后持股13000股",建仓成本64.61元,30.68,3600,110448.0,64.61,浮盈加仓50%；上涨波段75.0%拉回支撑；共振=MA5；开盘已触发成交,-64.61,,13000,持有13000股,-110512.61,主流标准基本面模型入选；MA20/MA60同步上扬；收盘站上MA20,MA20/MA60同步上扬；收盘站上MA20,0.75,17.46 / 35.98,2025-11-26 → 2026-03-16
179,2026-03-25,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 3600股，成交价29.93，成交金额107,748.00元，现金+107,631.09元，本次亏损-2,881.52元，收益率-2.61%，剩余9400股","亏损-2,881.52元 (-2.61%)",29.93,3600,107748.0,116.91,收盘条件止损；14:55收盘代理价成交,-2881.52,-2.6074,9400,持有9400股,107631.09,,,,,
180,2026-03-26,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 2300股，成交价29.38，成交金额67,574.00元，现金+67,500.68元，本次盈利+24,373.47元，收益率+56.52%，剩余7100股","盈利24,373.47元 (+56.52%)",29.38,2300,67574.0,73.32,14:55收盘代理价成交,24373.47,56.5153,7100,持有7100股,67500.68,,,,,
181,2026-04-15,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 3100股，成交价28.03，成交金额86,893.00元，现金+86,798.72元，本次盈利+103.03元，收益率+0.12%，剩余4000股",盈利103.03元 (+0.12%),28.03,3100,86893.0,94.28,收盘条件止损；14:55收盘代理价成交,103.03,0.1188,4000,持有4000股,86798.72,,,,,
182,2026-05-21,宝丰能源,sh.600989,卖出,"卖出宝丰能源(sh.600989) 2200股，成交价26.55，成交金额58,410.00元，现金+58,346.59元，本次盈利+56.46元，收益率+0.10%，剩余1800股",盈利56.46元 (+0.10%),26.55,2200,58410.0,63.41,收盘条件止损；14:55收盘代理价成交,56.46,0.0969,1800,持有1800股,58346.59,,,,,
